Target Pattern Name,Target Pattern Description,Prefix,Per minute charge,Connection charge,Charge period
Latvia,Mobile Tele2,3712493,"0.036","0.036",1
Latvia,Mobile Tele2,3712494,"0.036","0.036",1
Latvia,Mobile Tele2,3712495,"0.036","0.036",1
Latvia,Mobile Tele2,3712496,"0.036","0.036",1
Latvia,Mobile Tele2,3712497,"0.036","0.036",1
Latvia,Mobile Tele2,3712498,"0.036","0.036",1
Latvia,Mobile Tele2,371252,"0.036","0.036",1
Latvia,Mobile Tele2,371253,"0.036","0.036",1
Latvia,Mobile Tele2,371259,"0.036","0.036",1
Latvia,Mobile Tele2,371260,"0.036","0.036",1
Latvia,Mobile Tele2,371267,"0.036","0.036",1
Latvia,Mobile Tele2,371268,"0.036","0.036",1
Latvia,Mobile Tele2,371269,"0.036","0.036",1
Latvia,Mobile Tele2,371270,"0.036","0.036",1
Latvia,Mobile Tele2,371271,"0.036","0.036",1
Latvia,Mobile Tele2,371281,"0.036","0.036",1
Latvia,Mobile Tele2,3712844,"0.036","0.036",1
Latvia,Mobile Tele2,3712845,"0.036","0.036",1
Latvia,Mobile Tele2,3712846,"0.036","0.036",1
Latvia,Mobile Tele2,3712847,"0.036","0.036",1
Latvia,Mobile Tele2,3712848,"0.036","0.036",1
Latvia,Mobile Tele2,371288,"0.036","0.036",1
Latvia,Mobile Tele2,371289,"0.036","0.036",1
Latvia,Mobile Tele2,371295,"0.036","0.036",1
Latvia,Mobile Tele2,371296,"0.036","0.036",1
Latvia,Mobile Tele2,371297,"0.036","0.036",1
Latvia,Mobile Tele2,371298,"0.036","0.036",1
Latvia,Mobile Tele2,371299,"0.036","0.036",1
Latvia,Mobile Telekom Baltija,3712094,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712286,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712287,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712580,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712581,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712582,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712583,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712584,"0.206","0.206",1
Latvia,Mobile Telekom Baltija,3712589,"0.206","0.206",1
Latvia,Others,3716130,"0.074","0.074",1
Latvia,Others,3716200,"0.074","0.074",1
Latvia,Others,3716210,"0.074","0.074",1
Latvia,Others,3716220,"0.074","0.074",1
Latvia,Others,3716222,"0.074","0.074",1
Latvia,Others,3716230,"0.074","0.074",1
Latvia,Others,3716240,"0.074","0.074",1
Latvia,Others,3716250,"0.074","0.074",1
Latvia,Others,3716260,"0.074","0.074",1
Latvia,Others,3716270,"0.074","0.074",1
Latvia,Others,3716280,"0.074","0.074",1
Latvia,Others,3716290,"0.074","0.074",1
Latvia,Others,3716303,"0.074","0.074",1
Latvia,Others,3716309,"0.074","0.074",1
Latvia,Others,3716311,"0.074","0.074",1
Latvia,Others,3716313,"0.074","0.074",1
Latvia,Others,3716321,"0.074","0.074",1
Latvia,Others,3716328,"0.074","0.074",1
Latvia,Others,3716331,"0.074","0.074",1
Latvia,Others,3716333,"0.074","0.074",1
Latvia,Others,3716339,"0.074","0.074",1
Latvia,Others,3716341,"0.074","0.074",1
Latvia,Others,3716347,"0.074","0.074",1
Latvia,Others,3716350,"0.074","0.074",1
Latvia,Others,3716358,"0.074","0.074",1
Latvia,Others,3716361,"0.074","0.074",1
Latvia,Others,3716365,"0.074","0.074",1
Latvia,Others,3716371,"0.074","0.074",1
Latvia,Others,3716377,"0.074","0.074",1
Latvia,Others,3716379,"0.074","0.074",1
Latvia,Others,3716381,"0.074","0.074",1
Latvia,Others,3716389,"0.074","0.074",1
Latvia,Others,3716391,"0.074","0.074",1
Latvia,Others,3716399,"0.074","0.074",1
Latvia,Others,3716401,"0.074","0.074",1
Latvia,Others,3716409,"0.074","0.074",1
Latvia,Others,3716411,"0.074","0.074",1
Latvia,Others,3716418,"0.074","0.074",1
Latvia,Others,3716421,"0.074","0.074",1
Latvia,Others,3716429,"0.074","0.074",1
Latvia,Others,3716431,"0.074","0.074",1
Latvia,Others,3716433,"0.074","0.074",1
Latvia,Others,3716437,"0.074","0.074",1
Latvia,Others,3716439,"0.074","0.074",1
Latvia,Others,3716441,"0.074","0.074",1
Latvia,Others,3716442,"0.074","0.074",1
Latvia,Others,3716446,"0.074","0.074",1
Latvia,Others,3716451,"0.074","0.074",1
Latvia,Others,3716458,"0.074","0.074",1
Latvia,Others,3716461,"0.074","0.074",1
Latvia,Others,3716467,"0.074","0.074",1
Latvia,Others,3716468,"0.074","0.074",1
Latvia,Others,3716471,"0.074","0.074",1
Latvia,Others,3716479,"0.074","0.074",1
Latvia,Others,3716481,"0.074","0.074",1
Latvia,Others,3716488,"0.074","0.074",1
Latvia,Others,3716490,"0.074","0.074",1
Latvia,Others,3716501,"0.074","0.074",1
Latvia,Others,3716509,"0.074","0.074",1
Latvia,Others,3716511,"0.074","0.074",1
Latvia,Others,3716518,"0.074","0.074",1
Latvia,Others,3716521,"0.074","0.074",1
Latvia,Others,3716528,"0.074","0.074",1
Latvia,Others,3716531,"0.074","0.074",1
Latvia,Others,3716539,"0.074","0.074",1
Latvia,Others,3716541,"0.074","0.074",1
Latvia,Others,3716548,"0.074","0.074",1
Latvia,Others,3716550,"0.074","0.074",1
Latvia,Others,3716555,"0.074","0.074",1
Latvia,Others,3716558,"0.074","0.074",1
Latvia,Others,3716561,"0.074","0.074",1
Latvia,Others,3716563,"0.074","0.074",1
Latvia,Others,3716567,"0.074","0.074",1
Latvia,Others,3716569,"0.074","0.074",1
Latvia,Others,3716571,"0.074","0.074",1
Latvia,Others,3716577,"0.074","0.074",1
Latvia,Others,3716579,"0.074","0.074",1
Latvia,Others,3716580,"0.074","0.074",1
Latvia,Others,3716581,"0.074","0.074",1
Latvia,Others,3716582,"0.074","0.074",1
Latvia,Others,3716588,"0.074","0.074",1
Latvia,Others,3716590,"0.074","0.074",1
Latvia,Others,3716820,"0.074","0.074",1
Latvia,Others,3716830,"0.074","0.074",1
Latvia,Others,3716838,"0.074","0.074",1
Latvia,Others,3716840,"0.074","0.074",1
Latvia,Others,3716841,"0.074","0.074",1
Latvia,Others,3716848,"0.074","0.074",1
Latvia,Others,3716860,"0.074","0.074",1
Latvia,Others,3716861,"0.074","0.074",1
Latvia,Others,3716868,"0.074","0.074",1
Latvia,Others,3716870,"0.074","0.074",1
Latvia,Others,3716880,"0.074","0.074",1
Latvia,Others,3716889,"0.074","0.074",1
Latvia,Others Riga,371660,"0.074","0.074",1
Latvia,Others Riga,371661,"0.074","0.074",1
Latvia,Others Riga,371662,"0.074","0.074",1
Latvia,Others Riga,371663344,"0.074","0.074",1
Latvia,Others Riga,3716666,"0.074","0.074",1
Latvia,Others Riga,3716677,"0.074","0.074",1
Latvia,Others Riga,3716688,"0.074","0.074",1
Latvia,Others Riga,3716689,"0.074","0.074",1
Latvia,Others Riga,371669,"0.074","0.074",1
Latvia,Others Riga,3716715,"0.074","0.074",1
Latvia,Others Riga,3716716,"0.074","0.074",1
Latvia,Others Riga,3716719,"0.074","0.074",1
Latvia,Others Riga,3716723,"0.074","0.074",1
Latvia,Others Riga,3716748,"0.074","0.074",1
Latvia,Others Riga,3716749,"0.074","0.074",1
Latvia,Others Riga,3716763,"0.074","0.074",1
Latvia,Others Riga,3716764,"0.074","0.074",1
Latvia,Others Riga,3716765,"0.074","0.074",1
Latvia,Others Riga,37167660,"0.074","0.074",1
Latvia,Others Riga,37167661,"0.074","0.074",1
Latvia,Others Riga,37167662,"0.074","0.074",1
Latvia,Others Riga,37167663,"0.074","0.074",1
Latvia,Others Riga,37167664,"0.074","0.074",1
Latvia,Others Riga,37167665,"0.074","0.074",1
Latvia,Others Riga,37167666,"0.074","0.074",1
Latvia,Others Riga,37167669,"0.074","0.074",1
Latvia,Others Riga,3716769,"0.074","0.074",1
Latvia,Others Riga,3716771,"0.074","0.074",1
Latvia,Others Riga,3716772,"0.074","0.074",1
Latvia,Others Riga,3716778,"0.074","0.074",1
Latvia,Others Riga,3716779,"0.074","0.074",1
Latvia,Others Riga,3716785,"0.074","0.074",1
Latvia,Others Riga,3716787,"0.074","0.074",1
Latvia,Others Riga,3716788,"0.074","0.074",1
Lebanon,Mobile,961763,"0.207","0.207",1
Lebanon,Mobile,961793,"0.207","0.207",1
Lebanon,Mobile,961789,"0.207","0.207",1
Lebanon,Mobile,961791,"0.207","0.207",1
Lebanon,Mobile,96171,"0.207","0.207",1
Lebanon,Mobile,9613,"0.207","0.207",1
Lebanon,Mobile,96170,"0.207","0.207",1
Lebanon,Landline,961,"0.117","0.117",1
Lebanon,Mobile,961761,"0.207","0.207",1
Lebanon,Mobile,961760,"0.207","0.207",1
Lebanon,Mobile,961766,"0.207","0.207",1
Lebanon,Mobile,961765,"0.207","0.207",1
Lebanon,Mobile,961764,"0.207","0.207",1
Lebanon,Mobile,961769,"0.207","0.207",1
Lebanon,Mobile,961768,"0.207","0.207",1
Lebanon,Mobile,961812,"0.207","0.207",1
Lebanon,Mobile,961816,"0.207","0.207",1
Lebanon,Mobile,961767,"0.207","0.207",1
Lebanon,Mobile,961817,"0.207","0.207",1
Lebanon,Mobile,961788,"0.207","0.207",1
Lesotho,Landline,266,"0.454","0.454",1
Lesotho,Econet Mobile,2666,"0.386","0.386",1
Lesotho,Vodacom Mobile,2665,"0.167","0.167",1
Liberia,Mobile,23199,"0.526","0.526",1
Liberia,Comium Mobile,2315,"0.497","0.497",1
Liberia,Special Services,2313325,1200,1200,1
Liberia,Special Services,2313394,1200,1200,1
Liberia,Special Services,23190,1200,1200,1
Liberia,MTN Mobile,2316,"0.449","0.449",1
Liberia,Mobile,2314,"0.526","0.526",1
Liberia,MTN Mobile,23188,"0.449","0.449",1
Liberia,Landline,231,"0.515","0.515",1
Liberia,Cellcom Mobile,2317,"0.407","0.407",1
Libyan Arab Jamahiriya,Mobile,21896,"0.389","0.389",1
Libyan Arab Jamahiriya,Landline,218,"0.335","0.335",1
Libyan Arab Jamahiriya,Mobile,21891,"0.389","0.389",1
Libyan Arab Jamahiriya,Mobile,21892,"0.389","0.389",1
Libyan Arab Jamahiriya,Mobile,21893,"0.389","0.389",1
Libyan Arab Jamahiriya,Mobile,21894,"0.389","0.389",1
Libyan Arab Jamahiriya,Mobile,21895,"0.389","0.389",1
Liechtenstein,Special Services,423662,"0.136","0.136",1
Liechtenstein,Special Services,423663,"0.139","0.139",1
Liechtenstein,Special Services,423666,"0.332","0.332",1
Liechtenstein,Special Services,423667,"0.332","0.332",1
Liechtenstein,Special Services,423668,"0.332","0.332",1
Liechtenstein,Special Services,42380,"0.332","0.332",1
Liechtenstein,Special Services,42369,"0.224","0.224",1
Liechtenstein,Special Services,42384,1200,1200,1
Liechtenstein,Special Services,42387,1200,1200,1
Liechtenstein,Special Services,42389,1200,1200,1
Liechtenstein,Special Services,42390,1200,1200,1
Liechtenstein,Mobile,4236,"0.227","0.227",1
Liechtenstein,Mobile,4237,"0.224","0.224",1
Liechtenstein,Landline,423,"0.098","0.098",1
Lithuania,Mobile,3706,"0.028","0.028",1
Lithuania,Landline,370,"0.018","0.018",1
Lithuania,Special Services,370700,"0.139","0.139",1
Luxembourg,Orange Mobile,352678,"0.036","0.036",1
Luxembourg,Tango Mobile,352691,"0.036","0.036",1
Luxembourg,Tango Mobile,352698,"0.036","0.036",1
Luxembourg,Mobile,352628,"0.036","0.036",1
Luxembourg,Landline,352,"0.018","0.018",1
Luxembourg,Mobile,3526021,"0.036","0.036",1
Luxembourg,Mobile,352621,"0.036","0.036",1
Luxembourg,Orange Mobile,352661,"0.038","0.038",1
Luxembourg,Orange Mobile,352668,"0.038","0.038",1
Luxembourg,Orange Mobile,352671,"0.036","0.036",1
Macao,Landline,853,"0.107","0.107",1
Macao,Mobile,8536,"0.106","0.106",1
Macedonia,Mobile,38973,"0.423","0.423",1
Macedonia,Cosmofon Mobile,38975,"0.423","0.423",1
Macedonia,Cosmofon Mobile,38976,"0.423","0.423",1
Macedonia,Mobile,38970,"0.423","0.423",1
Macedonia,Mobile,38971,"0.423","0.423",1
Macedonia,Mobile,38972,"0.423","0.423",1
Macedonia,Mobile,38988,"0.423","0.423",1
Macedonia,Mobile,38973402040,"0.42","0.42",1
Macedonia,Mobile,389734021,"0.42","0.42",1
Macedonia,Skopje,3892,"0.293","0.293",1
Macedonia,Mobile,38977420044,"0.42","0.42",1
Macedonia,Special Services,38982,"0.774","0.774",1
Macedonia,Mobile,38977,"0.423","0.423",1
Macedonia,Landline,389,"0.294","0.294",1
Macedonia,Mobile,38978,"0.423","0.423",1
Madagascar,Special Services,2613488,"0.616","0.616",1
Madagascar,Landline,261,"0.679","0.679",1
Madagascar,Mobile,26130,"0.669","0.669",1
Madagascar,Mobile,26134,"0.675","0.675",1
Madagascar,Mobile,26139,"0.689","0.689",1
Madagascar,Airtel Mobile,26133,"0.68","0.68",1
Madagascar,Orange Mobile,26132,"0.626","0.626",1
Madagascar,Special Services,26122,1344,1344,1
Madagascar,Special Services,261200,1055,1055,1
Malawi,Landline,265,"0.42","0.42",1
Malawi,Mobile,2658,"0.423","0.423",1
Malawi,Airtel Mobile,2659,"0.455","0.455",1
Malaysia,Landline,60,"0.02","0.02",1
Malaysia,Mobile,601,"0.026","0.026",1
Malaysia,Landline,603,"0.022","0.022",1
Maldives,Special Services,9609005,1200,1200,1
Maldives,Special Services,9609007,1200,1200,1
Maldives,Special Services,9609008,1200,1200,1
Maldives,Mobile,9609,"0.773","0.773",1
Maldives,Dhiraagu Mobile,9607,"0.805","0.805",1
Maldives,Landline,960,"0.82","0.82",1
Mali,Mobile,22398,"0.412","0.412",1
Mali,Landline,223,"0.245","0.245",1
Mali,Bamako,223202,"0.228","0.228",1
Mali,Bamako,223207,"0.228","0.228",1
Mali,Mobile,2236,"0.412","0.412",1
Mali,Mobile,22389,"0.412","0.412",1
Mali,Mobile,22395,"0.412","0.412",1
Mali,Mobile,22396,"0.412","0.412",1
Mali,Mobile,22397,"0.412","0.412",1
Mali,Mobile,22399,"0.412","0.412",1
Mali,Orange Mobile,2237,"0.419","0.419",1
Mali,Orange Mobile,22382,"0.419","0.419",1
Mali,Orange Mobile,22383,"0.419","0.419",1
Mali,Orange Mobile,22390,"0.419","0.419",1
Mali,Orange Mobile,22391,"0.419","0.419",1
Mali,Orange Mobile,22392,"0.419","0.419",1
Mali,Orange Mobile,22393,"0.419","0.419",1
Mali,Orange Mobile,22394,"0.419","0.419",1
Malta,Vodafone Mobile,35692,"0.024","0.024",1
Malta,Vodafone Mobile,35694,"0.024","0.024",1
Malta,Vodafone Mobile,3569696,"0.024","0.024",1
Malta,Vodafone Mobile,3569697,"0.024","0.024",1
Malta,Vodafone Mobile,3569811,"0.024","0.024",1
Malta,Vodafone Mobile,3569812,"0.024","0.024",1
Malta,Vodafone Mobile,3569813,"0.024","0.024",1
Malta,Vodafone Mobile,3569897,"0.024","0.024",1
Malta,Vodafone Mobile,3569,"0.024","0.024",1
Malta,Mobile,35672,"0.024","0.024",1
Malta,Landline,356,"0.018","0.018",1
Malta,Mobile,356217,"0.024","0.024",1
Malta,Mobile,35671,"0.024","0.024",1
Malta,Mobile,35677,"0.024","0.024",1
Malta,Mobile,35679,"0.024","0.024",1
Malta,Mobile,3569889,"0.024","0.024",1
Marshall Islands,Landline,692,"0.293","0.293",1
Martinique,Landline,596,"0.022","0.022",1
Martinique,Mobile,596696,"0.074","0.074",1
Mauritania,Mattel Mobile,2223,"0.561","0.561",1
Mauritania,Mauritel Mobile,2224,"0.487","0.487",1
Mauritania,Landline,222,"0.542","0.542",1
Mauritania,Mobile,2226,"0.49","0.49",1
Mauritania,Mobile,2227,"0.49","0.49",1
Mauritania,Chinguitel Mobile,2222,"0.482","0.482",1
Mauritius,Mobile,2307,"0.155","0.155",1
Mauritius,Mobile,2305,"0.155","0.155",1
Mauritius,Mobile,23025,"0.155","0.155",1
Mauritius,Landline,230,"0.155","0.155",1
Mauritius,Mobile,230421,"0.155","0.155",1
Mauritius,Mobile,230422,"0.155","0.155",1
Mauritius,Mobile,230423,"0.155","0.155",1
Mauritius,Mobile,23049,"0.155","0.155",1
Mayotte,Landline,262269,"0.077","0.077",1
Mayotte,Mobile,262639,"0.093","0.093",1
Mexico,Monterrey,5281,"0.008","0.008",1
Mexico,Guadalajara,5233,"0.008","0.008",1
Mexico,Landline,52,"0.041","0.041",1
Mexico,Mexico City,5255,"0.008","0.008",1
Mexico,Mobile,521,"0.036","0.036",1
Micronesia Federated States Of,Landline,691,"0.557","0.557",1
Moldova,Special Services,37330310,1200,1200,1
Moldova,Landline,373,"0.326","0.326",1
Moldova,Mobile,37377,"0.284","0.284",1
Moldova,Moldcell Mobile,37376,"0.382","0.382",1
Moldova,Moldcell Mobile,37378,"0.382","0.382",1
Moldova,Moldcell Mobile,37379,"0.382","0.382",1
Moldova,Orange Mobile,37360,"0.275","0.275",1
Moldova,Orange Mobile,373610,"0.275","0.275",1
Moldova,Orange Mobile,373611,"0.275","0.275",1
Moldova,Orange Mobile,373620,"0.275","0.275",1
Moldova,Orange Mobile,373621,"0.275","0.275",1
Moldova,Orange Mobile,37368,"0.275","0.275",1
Moldova,Orange Mobile,37369,"0.275","0.275",1
Moldova,Moldtelecom Mobile,373671,"0.328","0.328",1
Moldova,Moldtelecom Mobile,373672,"0.328","0.328",1
Moldova,Moldtelecom Mobile,373673,"0.328","0.328",1
Moldova,Moldtelecom Mobile,373674,"0.328","0.328",1
Moldova,Moldtelecom Mobile,373675,"0.328","0.328",1
Moldova,Moldtelecom Mobile,373676,"0.328","0.328",1
Moldova,Moldtelecom Mobile,373677,"0.328","0.328",1
Moldova,Pridnestrovie,37321,"0.261","0.261",1
Moldova,Pridnestrovie,3735,"0.261","0.261",1
Moldova,Landline,37330,"0.77","0.77",1
Moldova,Landline,37338,"0.77","0.77",1
Moldova,Special Services,373900,"0.836","0.836",1
Moldova,Special Services,37390500,1200,1200,1
Moldova,Special Services,373905010,1200,1200,1
Moldova,Special Services,37390511,1200,1200,1
Moldova,Special Services,37390512,1200,1200,1
Moldova,Special Services,37390516,1200,1200,1
Moldova,Special Services,37390616,1200,1200,1
Monaco,Special Services,3777,"0.787","0.787",1
Monaco,Kosovo Mobile,3774,"0.379","0.379",1
Monaco,Mobile,3776,"0.333","0.333",1
Monaco,Landline,377,"0.088","0.088",1
Mongolia,Mobile,97655,"0.036","0.036",1
Mongolia,Mobile,97685,"0.036","0.036",1
Mongolia,Mobile,97686,"0.036","0.036",1
Mongolia,Mobile,97688,"0.036","0.036",1
Mongolia,Mobile,97689,"0.036","0.036",1
Mongolia,Mobile,9769,"0.036","0.036",1
Mongolia,Landline,976,"0.036","0.036",1
Mongolia,Mobile,97650,"0.036","0.036",1
Mongolia,Mobile,97653,"0.036","0.036",1
Montenegro,MTEL Mobile,38260,"0.391","0.391",1
Montenegro,MTEL Mobile,38268,"0.391","0.391",1
Montenegro,Promonte Mobile,38263,"0.403","0.403",1
Montenegro,Promonte Mobile,38269,"0.403","0.403",1
Montenegro,Special Services,38278,1200,1200,1
Montenegro,Special Services,38288,1200,1200,1
Montenegro,Landline,382,"0.149","0.149",1
Montenegro,Mobile,38266,"0.402","0.402",1
Montenegro,Mobile,38267,"0.402","0.402",1
Montserrat,Mobile,166449,"0.554","0.554",1
Montserrat,Landline,1664,"0.399","0.399",1
Montserrat,Mobile,166434,"0.554","0.554",1
Montserrat,Mobile,166439,"0.554","0.554",1
Morocco,Meditel Mobile,212688,"0.413","0.413",1
Morocco,Landline,212,"0.028","0.028",1
Morocco,Inwi,212529,"0.122","0.122",1
Morocco,Inwi,212538,"0.122","0.122",1
Morocco,Meditel,212520,"0.194","0.194",1
Morocco,Meditel,212521,"0.194","0.194",1
Morocco,Meditel,212525,"0.194","0.194",1
Morocco,Meditel,212530,"0.194","0.194",1
Morocco,Meditel,212531,"0.194","0.194",1
Morocco,Meditel,212532,"0.194","0.194",1
Morocco,Mobile,2126,"0.431","0.431",1
Morocco,Al Hourria Telecom Mobile,2126921,"0.442","0.442",1
Morocco,Al Hourria Telecom Mobile,2126922,"0.442","0.442",1
Morocco,Inwi Mobile,21260,"0.377","0.377",1
Morocco,Inwi Mobile,21262,"0.377","0.377",1
Morocco,Inwi Mobile,21263,"0.377","0.377",1
Morocco,Inwi Mobile,21264,"0.377","0.377",1
Morocco,Inwi Mobile,21268,"0.377","0.377",1
Morocco,Inwi Mobile,21269,"0.377","0.377",1
Morocco,Inwi Mobile,21252,"0.321","0.321",1
Morocco,Inwi Mobile,21253,"0.321","0.321",1
Morocco,Inwi Mobile,21254,"0.321","0.321",1
Morocco,Inwi Mobile,21255,"0.321","0.321",1
Morocco,Inwi Mobile,212553,"0.321","0.321",1
Morocco,Meditel Mobile,21261,"0.413","0.413",1
Morocco,Meditel Mobile,212620,"0.413","0.413",1
Morocco,Meditel Mobile,212621,"0.413","0.413",1
Morocco,Meditel Mobile,212625,"0.413","0.413",1
Morocco,Meditel Mobile,212631,"0.413","0.413",1
Morocco,Meditel Mobile,212632,"0.413","0.413",1
Morocco,Meditel Mobile,212644,"0.413","0.413",1
Morocco,Meditel Mobile,212645,"0.413","0.413",1
Morocco,Meditel Mobile,212649,"0.413","0.413",1
Morocco,Meditel Mobile,21265,"0.413","0.413",1
Morocco,Meditel Mobile,21266,"0.413","0.413",1
Morocco,Meditel Mobile,21267,"0.413","0.413",1
Morocco,Special Services,21269228,"0.368","0.368",1
Morocco,Special Services,2128920,"0.368","0.368",1
Morocco,Meditel Mobile,212691,"0.427","0.427",1
Morocco,Meditel Mobile,212693,"0.427","0.427",1
Morocco,Meditel Mobile,212694,"0.427","0.427",1
Mozambique,Mcel Mobile,25883,"0.278","0.278",1
Mozambique,Mcel Mobile,25882,"0.278","0.278",1
Mozambique,Landline,258,"0.079","0.079",1
Mozambique,Movitel Mobile,25887,"0.29","0.29",1
Mozambique,Vodacom Mobile,25884,"0.323","0.323",1
Mozambique,Movitel Mobile,25886,"0.29","0.29",1
Myanmar,Mobile,959,"0.267","0.267",1
Myanmar,Ooredoo Mobile,95996,"0.267","0.267",1
Myanmar,Landline,95,"0.288","0.288",1
Myanmar,Special Services,95957,"0.316","0.316",1
Myanmar,Telenor Mobile,95979,"0.273","0.273",1
Myanmar,Telenor Mobile,95978,"0.276","0.276",1
Myanmar,Ooredoo Mobile,95997,"0.267","0.267",1
Namibia,Mobile,26481,"0.088","0.088",1
Namibia,Mobile,26485,"0.088","0.088",1
Namibia,Landline,264,"0.07","0.07",1
Namibia,Mobile,26460,"0.082","0.082",1
Nauru,Landline,674,1080,1080,1
Nepal,Mobile,97798,"0.146","0.146",1
Nepal,Mobile,977975,"0.154","0.154",1
Nepal,Mobile,977974,"0.154","0.154",1
Nepal,Mobile,977972,"0.154","0.154",1
Nepal,Mobile,977963,"0.154","0.154",1
Nepal,Mobile,977962,"0.154","0.154",1
Nepal,Mobile,977961,"0.154","0.154",1
Nepal,Mobile,977960,"0.154","0.154",1
Nepal,Kathmandu,9771,"0.146","0.146",1
Nepal,Landline,977,"0.146","0.146",1
Nepal,Ncell Mobile,977980,"0.155","0.155",1
Nepal,Ncell Mobile,977982,"0.157","0.157",1
Nepal,Ncell Mobile,977981,"0.155","0.155",1
Netherlands,Tismi Mobile,316352,"0.052","0.052",1
Netherlands,Vodafone Mobile,31611,"0.052","0.052",1
Netherlands,Vodafone Mobile,31615,"0.052","0.052",1
Netherlands,Vodafone Mobile,31621,"0.052","0.052",1
Netherlands,Vodafone Mobile,31625,"0.052","0.052",1
Netherlands,Vodafone Mobile,31627,"0.052","0.052",1
Netherlands,Vodafone Mobile,31629,"0.052","0.052",1
Netherlands,Vodafone Mobile,31631,"0.052","0.052",1
Netherlands,Vodafone Mobile,316357,"0.052","0.052",1
Netherlands,Vodafone Mobile,316358,"0.052","0.052",1
Netherlands,Vodafone Mobile,316359,"0.052","0.052",1
Netherlands,Vodafone Mobile,31646,"0.052","0.052",1
Netherlands,Vodafone Mobile,31650,"0.052","0.052",1
Netherlands,Vodafone Mobile,31652,"0.052","0.052",1
Netherlands,Vodafone Mobile,31654,"0.052","0.052",1
Netherlands,Vodafone Mobile,31655,"0.052","0.052",1
Netherlands,Vodafone Mobile,3197001,"0.052","0.052",1
Netherlands,Vodafone Mobile,3197004,"0.052","0.052",1
Netherlands,Special Services,31660,1200,1200,1
Netherlands,Special Services,31670,1200,1200,1
Netherlands,Special Services,31671,1200,1200,1
Netherlands,Special Services,31672,1200,1200,1
Netherlands,Special Services,31673,1200,1200,1
Netherlands,Special Services,31674,1200,1200,1
Netherlands,Special Services,31675,1200,1200,1
Netherlands,Special Services,316760,1200,1200,1
Netherlands,Special Services,31677,1200,1200,1
Netherlands,Special Services,31678,1200,1200,1
Netherlands,Special Services,31679,1200,1200,1
Netherlands,Special Services,3184,1200,1200,1
Netherlands,Special Services,3187,1200,1200,1
Netherlands,Special Services,31900,1200,1200,1
Netherlands,Special Services,31906,1200,1200,1
Netherlands,Special Services,31909,1200,1200,1
Netherlands,Special Services,3185,1200,1200,1
Netherlands,Landline,31,"0.014","0.014",1
Netherlands,Mobile,316,"0.063","0.063",1
Netherlands,KPN Mobile,31610,"0.052","0.052",1
Netherlands,KPN Mobile,31612,"0.052","0.052",1
Netherlands,KPN Mobile,31613,"0.052","0.052",1
Netherlands,KPN Mobile,31620,"0.052","0.052",1
Netherlands,KPN Mobile,31622,"0.052","0.052",1
Netherlands,KPN Mobile,31623,"0.052","0.052",1
Netherlands,KPN Mobile,31630,"0.052","0.052",1
Netherlands,KPN Mobile,31651,"0.052","0.052",1
Netherlands,KPN Mobile,31653,"0.052","0.052",1
Netherlands,KPN Mobile,31657,"0.052","0.052",1
Netherlands,KPN Mobile,316587,"0.052","0.052",1
Netherlands,KPN Mobile,316588,"0.052","0.052",1
Netherlands,KPN Mobile,316589,"0.052","0.052",1
Netherlands,KPN Mobile,31682,"0.052","0.052",1
Netherlands,KPN Mobile,31683,"0.052","0.052",1
Netherlands,KPN Mobile,3197002,"0.052","0.052",1
Netherlands,KPN Mobile,3197003,"0.052","0.052",1
Netherlands,Tele2 Mobile,31636,"0.052","0.052",1
Netherlands,Tele2 Mobile,31640,"0.052","0.052",1
Netherlands,Telfor Mobile,31616,"0.052","0.052",1
Netherlands,Telfor Mobile,31617,"0.052","0.052",1
Netherlands,Telfor Mobile,31619,"0.052","0.052",1
Netherlands,Telfor Mobile,31626,"0.052","0.052",1
Netherlands,Telfor Mobile,31633,"0.052","0.052",1
Netherlands,Telfor Mobile,31644,"0.052","0.052",1
Netherlands,Telfor Mobile,31645,"0.052","0.052",1
Netherlands,Telfor Mobile,31647,"0.052","0.052",1
Netherlands,Telfor Mobile,31649,"0.052","0.052",1
New Caledonia,Mobile,6875,"0.176","0.176",1
New Caledonia,Mobile,6877,"0.176","0.176",1
New Caledonia,Mobile,6878,"0.176","0.176",1
New Caledonia,Mobile,6879,"0.176","0.176",1
New Caledonia,Landline,687,"0.177","0.177",1
New Zealand,Mobile,642,"0.04","0.04",1
New Zealand,Landline,64,"0.02","0.02",1
Nicaragua,Mobile,50555,"0.284","0.284",1
Nicaragua,Mobile,50557,"0.284","0.284",1
Nicaragua,Mobile,50558,"0.284","0.284",1
Nicaragua,Mobile,5058,"0.3","0.3",1
Nicaragua,Movistar Mobile,50575,"0.296","0.296",1
Nicaragua,Movistar Mobile,50576,"0.296","0.296",1
Nicaragua,Movistar Mobile,50577,"0.296","0.296",1
Nicaragua,Movistar Mobile,50578,"0.296","0.296",1
Nicaragua,Movistar Mobile,50581,"0.296","0.296",1
Nicaragua,Landline,505,"0.161","0.161",1
